workclass,education,marital-status,occupation,relationship,race,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
Private,12th,Never-married,Sales,Own-child,White,Female,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Never-married,Sales,Not-in-family,Black,Male,United-States,"(0.329, 0.466]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.233, 0.329]","(0.147, 0.195]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,"(0.123, 0.233]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Separated,Other-service,Unmarried,White,Female,United-States,"(0.233, 0.329]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Divorced,Exec-managerial,Other-relative,White,Female,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.233, 0.329]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,11th,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.123, 0.233]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,Dominican-Republic,"(0.466, 1.0]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Other-service,Unmarried,White,Female,El-Salvador,"(-0.001, 0.123]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,?,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Local-gov,Prof-school,Separated,Prof-specialty,Unmarried,White,Female,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.466, 1.0]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,Philippines,"(0.329, 0.466]","(-0.001, 0.0754]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Germany,"(0.123, 0.233]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,11th,Never-married,?,Own-child,Black,Male,United-States,"(0.123, 0.233]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Female,United-States,"(-0.001, 0.123]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,"(0.466, 1.0]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,HS-grad,Never-married,?,Own-child,Black,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Male,United-States,"(-0.001, 0.123]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,12th,Never-married,Other-service,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,?,"(0.329, 0.466]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.123, 0.233]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,"(0.233, 0.329]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,United-States,"(-0.001, 0.123]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(0.147, 0.195]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.233, 0.329]","(0.147, 0.195]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.329, 0.466]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Local-gov,Some-college,Divorced,Tech-support,Not-in-family,White,Female,United-States,"(0.329, 0.466]","(0.147, 0.195]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,"(0.123, 0.233]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Cuba,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States,"(-0.001, 0.123]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,HS-grad,Divorced,?,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,"(-0.001, 0.123]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,Assoc-acdm,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,United-States,"(0.233, 0.329]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,"(0.329, 0.466]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Private,5th-6th,Never-married,Other-service,Not-in-family,White,Male,Mexico,"(0.123, 0.233]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Female,?,"(0.233, 0.329]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Mexico,"(0.329, 0.466]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.329, 0.466]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,"(0.233, 0.329]","(0.147, 0.195]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,"(0.123, 0.233]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.233, 0.329]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,"(0.123, 0.233]","(0.0754, 0.115]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,Honduras,"(0.233, 0.329]","(0.195, 1.0]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,"(0.329, 0.466]","(0.195, 1.0]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,"(0.123, 0.233]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.123, 0.233]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,"(0.123, 0.233]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,"(0.123, 0.233]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,"(0.123, 0.233]","(0.115, 0.147]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.398, 0.5]"
?,Some-college,Never-married,?,Unmarried,Black,Female,United-States,"(0.466, 1.0]","(0.115, 0.147]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.233, 0.329]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,11th,Never-married,Protective-serv,Own-child,White,Female,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,"(0.329, 0.466]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.123, 0.233]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,11th,Divorced,Sales,Own-child,White,Male,United-States,"(0.123, 0.233]","(0.147, 0.195]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico,"(0.329, 0.466]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
?,10th,Never-married,?,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,"(0.329, 0.466]","(0.115, 0.147]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,United-States,"(0.329, 0.466]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Bachelors,Never-married,Prof-specialty,Other-relative,White,Female,United-States,"(0.123, 0.233]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,"(0.233, 0.329]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
State-gov,Masters,Never-married,Prof-specialty,Own-child,White,Female,United-States,"(0.233, 0.329]","(0.115, 0.147]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(-0.001, 0.0754]","(0.8, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,United-States,"(0.123, 0.233]","(0.147, 0.195]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,?,"(0.466, 1.0]","(0.147, 0.195]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,5th-6th,Never-married,Farming-fishing,Not-in-family,White,Male,Mexico,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Vietnam,"(0.466, 1.0]","(0.195, 1.0]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,"(-0.001, 0.123]","(0.0754, 0.115]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,"(0.123, 0.233]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,South,"(-0.001, 0.123]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,"(0.466, 1.0]","(-0.001, 0.0754]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.5, 1.0]"
Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,United-States,"(0.329, 0.466]","(0.0754, 0.115]","(0.6, 0.8]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,"(0.466, 1.0]","(0.0754, 0.115]","(-0.001, 0.533]","(-0.001, 1.0]","(-0.001, 1.0]","(0.347, 0.398]"
Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,"(-0.001, 0.123]","(0.195, 1.0]","(0.533, 0.6]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 0.347]"
